Expert_ID,Category,Coder_Topic,Coder_Theme,Respondent_Themed_Group,Respondent_Themed_Group_Name
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.3,Adaptación,Tema 4,Ecología marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.3,Adaptación,Tema 4,Pesquerías
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.3,Adaptación,Tema 4,Clima marino
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.3,Adaptación,Tema 4,Impactos de las actividades humanas en los ciclos marinos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.3,Adaptación,Tema 4,Impacto del Cambio Global en la biota marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.3,Adaptación,Tema 4,Estrategias de mitigación del Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.3,Adaptación,Tema 4,Pesquerias sustentables en escenarios de Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.4,Amenazas humanas,Tema 2,Cambio Global en los Mares Mexicanos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.4,Amenazas humanas,Tema 2,Patrimonio Biocultural
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.4,Amenazas humanas,Tema 2,Ecología para la sustentabilidad
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.4,Amenazas humanas,Tema 2,Procesos Oceànicos y Costeros
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.4,Amenazas humanas,Tema 2,N/A
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.4,Amenazas humanas,Tema 2,Oceanografía Fìsica
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.4,Amenazas humanas,Tema 2,Efectos Antropogénicos en el Océano
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.4,Amenazas humanas,Tema 2,Sociobiologìa
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.4,Amenazas humanas,Tema 2,Ecología marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.4,Amenazas humanas,Tema 2,Pesquerías
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.4,Amenazas humanas,Tema 2,Clima marino
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.4,Amenazas humanas,Tema 2,Impactos de las actividades humanas en los ciclos marinos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.4,Amenazas humanas,Tema 2,Impacto del Cambio Global en la biota marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.4,Amenazas humanas,Tema 2,Estrategias de mitigación del Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.4,Amenazas humanas,Tema 2,Pesquerias sustentables en escenarios de Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.5,Aspectos socio-económicos,Tema 4,Cambio Global en los Mares Mexicanos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.5,Aspectos socio-económicos,Tema 4,Patrimonio Biocultural
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.5,Aspectos socio-económicos,Tema 4,Ecología para la sustentabilidad
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.5,Aspectos socio-económicos,Tema 4,Procesos Oceànicos y Costeros
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.5,Aspectos socio-económicos,Tema 4,N/A
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.5,Aspectos socio-económicos,Tema 4,Oceanografía Fìsica
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.5,Aspectos socio-económicos,Tema 4,Efectos Antropogénicos en el Océano
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.5,Aspectos socio-económicos,Tema 4,Sociobiologìa
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.5,Aspectos socio-económicos,Tema 4,Ecología marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.5,Aspectos socio-económicos,Tema 4,Pesquerías
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.5,Aspectos socio-económicos,Tema 4,Clima marino
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.5,Aspectos socio-económicos,Tema 4,Impactos de las actividades humanas en los ciclos marinos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.5,Aspectos socio-económicos,Tema 4,Impacto del Cambio Global en la biota marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.5,Aspectos socio-económicos,Tema 4,Estrategias de mitigación del Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.5,Aspectos socio-económicos,Tema 4,Pesquerias sustentables en escenarios de Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.6,Biología del cambio global,Tema 3,Cambio Global en los Mares Mexicanos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.6,Biología del cambio global,Tema 3,Patrimonio Biocultural
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.6,Biología del cambio global,Tema 3,Ecología para la sustentabilidad
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.6,Biología del cambio global,Tema 3,Procesos Oceànicos y Costeros
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.6,Biología del cambio global,Tema 3,N/A
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.6,Biología del cambio global,Tema 3,Oceanografía Fìsica
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.6,Biología del cambio global,Tema 3,Efectos Antropogénicos en el Océano
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.6,Biología del cambio global,Tema 3,Sociobiologìa
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.6,Biología del cambio global,Tema 3,Ecología marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.6,Biología del cambio global,Tema 3,Pesquerías
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.6,Biología del cambio global,Tema 3,Clima marino
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.6,Biología del cambio global,Tema 3,Impactos de las actividades humanas en los ciclos marinos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.6,Biología del cambio global,Tema 3,Impacto del Cambio Global en la biota marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.6,Biología del cambio global,Tema 3,Estrategias de mitigación del Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.6,Biología del cambio global,Tema 3,Pesquerias sustentables en escenarios de Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.7,Cambio climático,Tema 2,Cambio Global en los Mares Mexicanos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.7,Cambio climático,Tema 2,Patrimonio Biocultural
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.7,Cambio climático,Tema 2,Ecología para la sustentabilidad
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.7,Cambio climático,Tema 2,Procesos Oceànicos y Costeros
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.7,Cambio climático,Tema 2,N/A
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.7,Cambio climático,Tema 2,Oceanografía Fìsica
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.7,Cambio climático,Tema 2,Efectos Antropogénicos en el Océano
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.7,Cambio climático,Tema 2,Sociobiologìa
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.7,Cambio climático,Tema 2,Ecología marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.7,Cambio climático,Tema 2,Pesquerías
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.7,Cambio climático,Tema 2,Clima marino
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.7,Cambio climático,Tema 2,Impactos de las actividades humanas en los ciclos marinos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.7,Cambio climático,Tema 2,Impacto del Cambio Global en la biota marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.7,Cambio climático,Tema 2,Estrategias de mitigación del Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.7,Cambio climático,Tema 2,Pesquerias sustentables en escenarios de Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.8,Ciclos biogeoquímicos,Tema 1,Cambio Global en los Mares Mexicanos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.8,Ciclos biogeoquímicos,Tema 1,Patrimonio Biocultural
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.8,Ciclos biogeoquímicos,Tema 1,Ecología para la sustentabilidad
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.8,Ciclos biogeoquímicos,Tema 1,Procesos Oceànicos y Costeros
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.8,Ciclos biogeoquímicos,Tema 1,N/A
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.8,Ciclos biogeoquímicos,Tema 1,Oceanografía Fìsica
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.8,Ciclos biogeoquímicos,Tema 1,Efectos Antropogénicos en el Océano
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.8,Ciclos biogeoquímicos,Tema 1,Sociobiologìa
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.8,Ciclos biogeoquímicos,Tema 1,Ecología marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.8,Ciclos biogeoquímicos,Tema 1,Pesquerías
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.8,Ciclos biogeoquímicos,Tema 1,Clima marino
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.8,Ciclos biogeoquímicos,Tema 1,Impactos de las actividades humanas en los ciclos marinos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.8,Ciclos biogeoquímicos,Tema 1,Impacto del Cambio Global en la biota marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.8,Ciclos biogeoquímicos,Tema 1,Estrategias de mitigación del Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.8,Ciclos biogeoquímicos,Tema 1,Pesquerias sustentables en escenarios de Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.9,Conciencia ambiental,Tema 4,Cambio Global en los Mares Mexicanos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.9,Conciencia ambiental,Tema 4,Patrimonio Biocultural
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.9,Conciencia ambiental,Tema 4,Ecología para la sustentabilidad
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.9,Conciencia ambiental,Tema 4,Procesos Oceànicos y Costeros
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.9,Conciencia ambiental,Tema 4,N/A
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.9,Conciencia ambiental,Tema 4,Oceanografía Fìsica
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.9,Conciencia ambiental,Tema 4,Efectos Antropogénicos en el Océano
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.9,Conciencia ambiental,Tema 4,Sociobiologìa
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.9,Conciencia ambiental,Tema 4,Ecología marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.9,Conciencia ambiental,Tema 4,Pesquerías
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.9,Conciencia ambiental,Tema 4,Clima marino
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.9,Conciencia ambiental,Tema 4,Impactos de las actividades humanas en los ciclos marinos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.9,Conciencia ambiental,Tema 4,Impacto del Cambio Global en la biota marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.9,Conciencia ambiental,Tema 4,Estrategias de mitigación del Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.9,Conciencia ambiental,Tema 4,Pesquerias sustentables en escenarios de Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.10,Conservación,Tema 5,Cambio Global en los Mares Mexicanos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.10,Conservación,Tema 5,Patrimonio Biocultural
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.10,Conservación,Tema 5,Ecología para la sustentabilidad
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.10,Conservación,Tema 5,Procesos Oceànicos y Costeros
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.10,Conservación,Tema 5,N/A
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.10,Conservación,Tema 5,Oceanografía Fìsica
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.10,Conservación,Tema 5,Efectos Antropogénicos en el Océano
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.10,Conservación,Tema 5,Sociobiologìa
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.10,Conservación,Tema 5,Ecología marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.10,Conservación,Tema 5,Pesquerías
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.10,Conservación,Tema 5,Clima marino
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.10,Conservación,Tema 5,Impactos de las actividades humanas en los ciclos marinos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.10,Conservación,Tema 5,Impacto del Cambio Global en la biota marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.10,Conservación,Tema 5,Estrategias de mitigación del Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.10,Conservación,Tema 5,Pesquerias sustentables en escenarios de Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.11,Contaminación,Tema 2,Cambio Global en los Mares Mexicanos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.11,Contaminación,Tema 2,Patrimonio Biocultural
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.11,Contaminación,Tema 2,Ecología para la sustentabilidad
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.11,Contaminación,Tema 2,Procesos Oceànicos y Costeros
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.11,Contaminación,Tema 2,N/A
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.11,Contaminación,Tema 2,Oceanografía Fìsica
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.11,Contaminación,Tema 2,Efectos Antropogénicos en el Océano
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.11,Contaminación,Tema 2,Sociobiologìa
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.11,Contaminación,Tema 2,Ecología marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.11,Contaminación,Tema 2,Pesquerías
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.11,Contaminación,Tema 2,Clima marino
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.11,Contaminación,Tema 2,Impactos de las actividades humanas en los ciclos marinos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.11,Contaminación,Tema 2,Impacto del Cambio Global en la biota marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.11,Contaminación,Tema 2,Estrategias de mitigación del Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.11,Contaminación,Tema 2,Pesquerias sustentables en escenarios de Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.12,Dinámica costera,Tema 1,Cambio Global en los Mares Mexicanos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.12,Dinámica costera,Tema 1,Patrimonio Biocultural
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.12,Dinámica costera,Tema 1,Ecología para la sustentabilidad
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.12,Dinámica costera,Tema 1,Procesos Oceànicos y Costeros
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.12,Dinámica costera,Tema 1,N/A
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.12,Dinámica costera,Tema 1,Oceanografía Fìsica
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.12,Dinámica costera,Tema 1,Efectos Antropogénicos en el Océano
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.12,Dinámica costera,Tema 1,Sociobiologìa
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.12,Dinámica costera,Tema 1,Ecología marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.12,Dinámica costera,Tema 1,Pesquerías
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.12,Dinámica costera,Tema 1,Clima marino
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.12,Dinámica costera,Tema 1,Impactos de las actividades humanas en los ciclos marinos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.12,Dinámica costera,Tema 1,Impacto del Cambio Global en la biota marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.12,Dinámica costera,Tema 1,Estrategias de mitigación del Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.12,Dinámica costera,Tema 1,Pesquerias sustentables en escenarios de Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.13,Ecosistemas,Tema 3,Cambio Global en los Mares Mexicanos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.13,Ecosistemas,Tema 3,Patrimonio Biocultural
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.13,Ecosistemas,Tema 3,Ecología para la sustentabilidad
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.13,Ecosistemas,Tema 3,Procesos Oceànicos y Costeros
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.13,Ecosistemas,Tema 3,N/A
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.13,Ecosistemas,Tema 3,Oceanografía Fìsica
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.13,Ecosistemas,Tema 3,Efectos Antropogénicos en el Océano
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.13,Ecosistemas,Tema 3,Sociobiologìa
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.13,Ecosistemas,Tema 3,Ecología marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.13,Ecosistemas,Tema 3,Pesquerías
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.13,Ecosistemas,Tema 3,Clima marino
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.13,Ecosistemas,Tema 3,Impactos de las actividades humanas en los ciclos marinos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.13,Ecosistemas,Tema 3,Impacto del Cambio Global en la biota marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.13,Ecosistemas,Tema 3,Estrategias de mitigación del Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.13,Ecosistemas,Tema 3,Pesquerias sustentables en escenarios de Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.14,Evolución,Tema 3,Cambio Global en los Mares Mexicanos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.14,Evolución,Tema 3,Patrimonio Biocultural
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.14,Evolución,Tema 3,Ecología para la sustentabilidad
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.14,Evolución,Tema 3,Procesos Oceànicos y Costeros
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.14,Evolución,Tema 3,N/A
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.14,Evolución,Tema 3,Oceanografía Fìsica
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.14,Evolución,Tema 3,Efectos Antropogénicos en el Océano
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.14,Evolución,Tema 3,Sociobiologìa
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.14,Evolución,Tema 3,Ecología marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.14,Evolución,Tema 3,Pesquerías
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.14,Evolución,Tema 3,Clima marino
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.14,Evolución,Tema 3,Impactos de las actividades humanas en los ciclos marinos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.14,Evolución,Tema 3,Impacto del Cambio Global en la biota marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.14,Evolución,Tema 3,Estrategias de mitigación del Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.14,Evolución,Tema 3,Pesquerias sustentables en escenarios de Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.15,Física oceanográfica,Tema 1,Cambio Global en los Mares Mexicanos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.15,Física oceanográfica,Tema 1,Patrimonio Biocultural
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.15,Física oceanográfica,Tema 1,Ecología para la sustentabilidad
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.15,Física oceanográfica,Tema 1,Procesos Oceànicos y Costeros
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.15,Física oceanográfica,Tema 1,N/A
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.15,Física oceanográfica,Tema 1,Oceanografía Fìsica
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.15,Física oceanográfica,Tema 1,Efectos Antropogénicos en el Océano
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.15,Física oceanográfica,Tema 1,Sociobiologìa
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.15,Física oceanográfica,Tema 1,Ecología marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.15,Física oceanográfica,Tema 1,Pesquerías
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.15,Física oceanográfica,Tema 1,Clima marino
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.15,Física oceanográfica,Tema 1,Impactos de las actividades humanas en los ciclos marinos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.15,Física oceanográfica,Tema 1,Impacto del Cambio Global en la biota marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.15,Física oceanográfica,Tema 1,Estrategias de mitigación del Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.15,Física oceanográfica,Tema 1,Pesquerias sustentables en escenarios de Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.16,Impactos del cambio climático,Tema 4,Cambio Global en los Mares Mexicanos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.16,Impactos del cambio climático,Tema 4,Patrimonio Biocultural
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.16,Impactos del cambio climático,Tema 4,Ecología para la sustentabilidad
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.16,Impactos del cambio climático,Tema 4,Procesos Oceànicos y Costeros
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.16,Impactos del cambio climático,Tema 4,N/A
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.16,Impactos del cambio climático,Tema 4,Oceanografía Fìsica
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.16,Impactos del cambio climático,Tema 4,Efectos Antropogénicos en el Océano
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.16,Impactos del cambio climático,Tema 4,Sociobiologìa
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.16,Impactos del cambio climático,Tema 4,Ecología marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.16,Impactos del cambio climático,Tema 4,Pesquerías
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.16,Impactos del cambio climático,Tema 4,Clima marino
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.16,Impactos del cambio climático,Tema 4,Impactos de las actividades humanas en los ciclos marinos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.16,Impactos del cambio climático,Tema 4,Impacto del Cambio Global en la biota marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.16,Impactos del cambio climático,Tema 4,Estrategias de mitigación del Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.16,Impactos del cambio climático,Tema 4,Pesquerias sustentables en escenarios de Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.17,Mitigación,Tema 4,Cambio Global en los Mares Mexicanos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.17,Mitigación,Tema 4,Patrimonio Biocultural
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.17,Mitigación,Tema 4,Ecología para la sustentabilidad
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.17,Mitigación,Tema 4,Procesos Oceànicos y Costeros
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.17,Mitigación,Tema 4,N/A
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.17,Mitigación,Tema 4,Oceanografía Fìsica
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.17,Mitigación,Tema 4,Efectos Antropogénicos en el Océano
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.17,Mitigación,Tema 4,Sociobiologìa
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.17,Mitigación,Tema 4,Ecología marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.17,Mitigación,Tema 4,Pesquerías
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.17,Mitigación,Tema 4,Clima marino
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.17,Mitigación,Tema 4,Impactos de las actividades humanas en los ciclos marinos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.17,Mitigación,Tema 4,Impacto del Cambio Global en la biota marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.17,Mitigación,Tema 4,Estrategias de mitigación del Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.17,Mitigación,Tema 4,Pesquerias sustentables en escenarios de Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.18,Paleoclimatología,Tema 1,Cambio Global en los Mares Mexicanos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.18,Paleoclimatología,Tema 1,Patrimonio Biocultural
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.18,Paleoclimatología,Tema 1,Ecología para la sustentabilidad
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.18,Paleoclimatología,Tema 1,Procesos Oceànicos y Costeros
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.18,Paleoclimatología,Tema 1,N/A
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.18,Paleoclimatología,Tema 1,Oceanografía Fìsica
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.18,Paleoclimatología,Tema 1,Efectos Antropogénicos en el Océano
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.18,Paleoclimatología,Tema 1,Sociobiologìa
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.18,Paleoclimatología,Tema 1,Ecología marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.18,Paleoclimatología,Tema 1,Pesquerías
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.18,Paleoclimatología,Tema 1,Clima marino
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.18,Paleoclimatología,Tema 1,Impactos de las actividades humanas en los ciclos marinos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.18,Paleoclimatología,Tema 1,Impacto del Cambio Global en la biota marina
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.18,Paleoclimatología,Tema 1,Estrategias de mitigación del Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.18,Paleoclimatología,Tema 1,Pesquerias sustentables en escenarios de Cambio Global
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.19,Regulación climática,Tema 1,Cambio Global en los Mares Mexicanos
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.19,Regulación climática,Tema 1,Patrimonio Biocultural
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.19,Regulación climática,Tema 1,Ecología para la sustentabilidad
Expert_012,Cambio Climático en los Mares Mexicanos,3.1.19,Regulación climática,Tema 1,Procesos Oceànicos y Costeros
